AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Pitch,Roll,target,target_name
0.71,-20.23,-13.45,0.25,1.13,-1.26,-20.23,0.71,2.0,wave
0.24,-18.9,-13.17,0.27,1.24,-1.6,-18.9,0.24,2.0,wave
-0.34,-17.41,-12.8,0.32,1.38,-1.87,-17.41,-0.34,2.0,wave
-0.93,-16.33,-12.2,0.46,1.54,-2.07,-16.33,-0.93,2.0,wave
-1.54,-15.44,-11.28,0.64,1.62,-2.25,-15.44,-1.54,2.0,wave
-2.06,-14.67,-10.61,0.85,1.62,-2.43,-14.67,-2.06,2.0,wave
-2.61,-14.04,-10.32,1.02,1.63,-2.64,-14.04,-2.61,2.0,wave
-3.08,-13.33,-9.89,1.1,1.74,-2.87,-13.33,-3.08,2.0,wave
-3.48,-12.51,-8.94,1.15,1.83,-3.1,-12.51,-3.48,2.0,wave
-3.71,-11.77,-8.08,1.22,1.88,-3.35,-11.77,-3.71,2.0,wave
-3.9,-10.85,-7.17,1.25,1.92,-3.61,-10.85,-3.9,2.0,wave
-4.0,-9.85,-6.15,1.27,1.91,-3.85,-9.85,-4.0,2.0,wave
-4.11,-8.5,-5.25,1.3,1.83,-4.07,-8.5,-4.11,2.0,wave
-4.32,-7.26,-4.69,1.32,1.72,-4.21,-7.26,-4.32,2.0,wave
-4.46,-6.31,-4.19,1.41,1.63,-4.3,-6.31,-4.46,2.0,wave
-4.62,-5.81,-3.64,1.51,1.5,-4.35,-5.81,-4.62,2.0,wave
-4.82,-5.93,-3.38,1.59,1.32,-4.44,-5.93,-4.82,2.0,wave
-4.8,-6.16,-3.27,1.53,1.19,-4.64,-6.16,-4.8,2.0,wave
-4.96,-5.66,-3.17,1.3,1.09,-4.99,-5.66,-4.96,2.0,wave
-5.14,-4.03,-3.19,0.99,1.04,-5.36,-4.03,-5.14,2.0,wave
-5.19,-1.97,-3.14,0.85,1.01,-5.6,-1.97,-5.19,2.0,wave
-5.16,-0.0,-2.69,1.05,0.97,-5.69,-0.0,-5.16,2.0,wave
-5.15,1.74,-2.26,1.4,0.83,-5.63,1.74,-5.15,2.0,wave
-5.21,2.76,-1.81,1.69,0.68,-5.36,2.76,-5.21,2.0,wave
-5.0,1.9,-1.53,1.73,0.5,-5.07,1.9,-5.0,2.0,wave
-4.97,0.56,-1.26,1.42,0.33,-5.2,0.56,-4.97,2.0,wave
-5.44,1.49,-0.83,1.13,0.12,-5.52,1.49,-5.44,2.0,wave
-5.98,2.91,-0.55,1.29,-0.23,-5.65,2.91,-5.98,2.0,wave
-6.39,3.61,-0.9,1.9,-0.73,-5.57,3.61,-6.39,2.0,wave
-6.53,3.75,-2.15,2.55,-1.24,-5.47,3.75,-6.53,2.0,wave
-6.41,3.91,-4.21,2.52,-1.53,-5.58,3.91,-6.41,2.0,wave
-6.23,5.55,-5.48,1.88,-1.43,-5.85,5.55,-6.23,2.0,wave
-6.03,8.07,-5.77,1.22,-1.17,-5.92,8.07,-6.03,2.0,wave
-5.87,9.44,-5.33,0.93,-0.9,-5.61,9.44,-5.87,2.0,wave
-5.68,8.58,-4.82,0.9,-0.79,-5.25,8.58,-5.68,2.0,wave
-5.83,7.54,-4.41,0.88,-0.75,-5.23,7.54,-5.83,2.0,wave
-6.22,7.85,-3.94,0.85,-0.84,-5.45,7.85,-6.22,2.0,wave
-6.35,9.7,-4.1,0.74,-1.02,-5.73,9.7,-6.35,2.0,wave
-6.43,12.42,-4.76,0.6,-1.18,-5.8,12.42,-6.43,2.0,wave
-6.38,14.82,-5.94,0.52,-1.26,-5.59,14.82,-6.38,2.0,wave
-6.1,16.41,-7.27,0.53,-1.25,-5.24,16.41,-6.1,2.0,wave
-5.66,18.13,-8.3,0.66,-1.15,-4.88,18.13,-5.66,2.0,wave
-5.16,19.49,-8.49,0.86,-0.91,-4.32,19.49,-5.16,2.0,wave
-4.99,19.13,-7.66,1.1,-0.75,-3.63,19.13,-4.99,2.0,wave
-4.8,18.06,-7.42,1.15,-0.94,-3.31,18.06,-4.8,2.0,wave
-4.91,19.92,-8.94,0.85,-1.33,-3.39,19.92,-4.91,2.0,wave
-4.17,23.06,-12.12,0.57,-1.48,-3.57,23.06,-4.17,2.0,wave
-3.82,28.04,-14.69,0.49,-1.1,-3.56,28.04,-3.82,2.0,wave
-3.71,32.02,-15.05,0.59,-0.36,-2.93,32.02,-3.71,2.0,wave
-3.8,34.85,-13.62,0.5,0.31,-1.6,34.85,-3.8,2.0,wave
-3.59,33.99,-11.53,0.4,0.75,0.06,33.99,-3.59,2.0,wave
-3.5,29.51,-9.61,0.3,0.98,1.23,29.51,-3.5,2.0,wave
-3.29,25.37,-7.8,0.22,1.1,1.81,25.37,-3.29,2.0,wave
-3.34,22.67,-6.11,0.09,0.98,2.13,22.67,-3.34,2.0,wave
-3.58,20.97,-5.86,-0.03,0.68,2.35,20.97,-3.58,2.0,wave
-3.83,19.98,-6.96,-0.13,0.44,2.58,19.98,-3.83,2.0,wave
-4.06,18.8,-8.43,-0.18,0.39,2.88,18.8,-4.06,2.0,wave
-4.36,17.13,-9.28,-0.26,0.45,3.16,17.13,-4.36,2.0,wave
-4.61,15.5,-9.7,-0.37,0.52,3.33,15.5,-4.61,2.0,wave
-4.75,14.21,-9.95,-0.47,0.57,3.37,14.21,-4.75,2.0,wave
-4.79,13.92,-10.03,-0.53,0.64,3.35,13.92,-4.79,2.0,wave
-5.07,13.98,-9.66,-0.56,0.77,3.46,13.98,-5.07,2.0,wave
-5.34,13.7,-8.78,-0.55,0.86,3.65,13.7,-5.34,2.0,wave
-5.52,13.06,-8.15,-0.53,0.86,3.92,13.06,-5.52,2.0,wave
-5.66,11.96,-7.89,-0.5,0.9,4.2,11.96,-5.66,2.0,wave
-5.69,10.8,-7.27,-0.55,1.02,4.45,10.8,-5.69,2.0,wave
-5.6,9.42,-6.5,-0.72,1.08,4.65,9.42,-5.6,2.0,wave
-5.5,8.29,-5.88,-0.91,1.14,4.78,8.29,-5.5,2.0,wave
-5.46,7.21,-5.06,-1.08,1.2,4.92,7.21,-5.46,2.0,wave
-5.39,6.07,-4.07,-1.19,1.2,5.01,6.07,-5.39,2.0,wave
-5.35,5.31,-3.24,-1.27,1.1,5.06,5.31,-5.35,2.0,wave
-5.32,4.64,-2.72,-1.29,0.93,5.11,4.64,-5.32,2.0,wave
-5.27,4.28,-2.38,-1.32,0.76,5.14,4.28,-5.27,2.0,wave
-5.2,3.82,-2.27,-1.3,0.58,5.21,3.82,-5.2,2.0,wave
-5.14,3.24,-2.1,-1.21,0.44,5.3,3.24,-5.14,2.0,wave
-5.02,2.16,-2.01,-1.07,0.29,5.42,2.16,-5.02,2.0,wave
-4.85,0.79,-2.08,-0.94,0.2,5.48,0.79,-4.85,2.0,wave
-4.42,-0.54,-2.12,-0.94,0.18,5.43,-0.54,-4.42,2.0,wave
-3.99,-1.38,-1.74,-0.98,0.21,5.3,-1.38,-3.99,2.0,wave
-3.57,-1.73,-0.94,-0.99,0.2,5.17,-1.73,-3.57,2.0,wave
-3.41,-1.81,0.04,-0.89,0.06,5.13,-1.81,-3.41,2.0,wave
-3.47,-2.01,0.57,-0.75,-0.2,5.16,-2.01,-3.47,2.0,wave
-4.04,-2.2,0.59,-0.68,-0.52,5.26,-2.2,-4.04,2.0,wave
-4.61,-3.43,-0.2,-0.66,-0.88,5.48,-3.43,-4.61,2.0,wave
-4.78,-5.55,-2.21,-0.78,-1.15,5.65,-5.55,-4.78,2.0,wave
-4.5,-7.53,-4.43,-0.91,-1.1,5.5,-7.53,-4.5,2.0,wave
-4.18,-8.54,-5.34,-0.91,-0.8,5.2,-8.54,-4.18,2.0,wave
-4.14,-8.98,-4.73,-0.62,-0.49,5.04,-8.98,-4.14,2.0,wave
-4.28,-9.56,-3.46,-0.28,-0.35,5.0,-9.56,-4.28,2.0,wave
-4.7,-10.09,-2.53,-0.28,-0.41,5.08,-10.09,-4.7,2.0,wave
-5.34,-10.85,-2.25,-0.83,-0.66,5.21,-10.85,-5.34,2.0,wave
-5.52,-13.1,-3.21,-1.18,-1.19,5.18,-13.1,-5.52,2.0,wave
-4.84,-15.9,-6.08,-1.41,-1.55,4.87,-15.9,-4.84,2.0,wave
-4.09,-17.88,-8.17,-1.37,-1.35,4.32,-17.88,-4.09,2.0,wave
-3.43,-18.19,-7.9,-1.19,-0.99,3.94,-18.19,-3.43,2.0,wave
-2.39,-19.36,-6.89,-0.99,-0.95,3.57,-19.36,-2.39,2.0,wave
-0.94,-21.05,-6.96,-0.98,-1.3,2.88,-21.05,-0.94,2.0,wave
0.61,-20.08,-8.82,-1.07,-1.72,1.88,-20.08,0.61,2.0,wave
2.09,-17.29,-11.49,-1.22,-1.84,1.38,-17.29,2.09,2.0,wave
3.45,-16.5,-13.95,-1.03,-1.64,1.41,-16.5,3.45,2.0,wave
4.22,-17.79,-15.21,-0.62,-1.25,1.48,-17.79,4.22,2.0,wave
4.65,-19.69,-15.7,-0.24,-0.89,1.42,-19.69,4.65,2.0,wave
4.71,-21.29,-16.05,-0.01,-0.61,1.19,-21.29,4.71,2.0,wave
4.55,-22.23,-16.63,0.07,-0.3,0.81,-22.23,4.55,2.0,wave
4.12,-22.29,-16.86,0.07,0.09,0.36,-22.29,4.12,2.0,wave
3.48,-21.68,-16.52,0.13,0.51,-0.05,-21.68,3.48,2.0,wave
2.77,-21.19,-15.65,0.2,0.88,-0.39,-21.19,2.77,2.0,wave
2.05,-20.67,-14.62,0.23,1.17,-0.77,-20.67,2.05,2.0,wave
1.49,-19.57,-13.48,0.28,1.42,-1.15,-19.57,1.49,2.0,wave
0.98,-17.99,-12.1,0.41,1.62,-1.47,-17.99,0.98,2.0,wave
0.47,-16.63,-10.84,0.51,1.73,-1.68,-16.63,0.47,2.0,wave
-0.16,-15.73,-9.78,0.64,1.77,-1.84,-15.73,-0.16,2.0,wave
-0.76,-15.1,-8.87,0.85,1.78,-1.98,-15.1,-0.76,2.0,wave
-1.44,-14.66,-8.15,1.1,1.74,-2.11,-14.66,-1.44,2.0,wave
-2.27,-14.68,-7.6,1.28,1.71,-2.24,-14.68,-2.27,2.0,wave
-3.12,-14.94,-7.13,1.34,1.71,-2.48,-14.94,-3.12,2.0,wave
-3.78,-14.85,-6.59,1.35,1.68,-2.82,-14.85,-3.78,2.0,wave
-4.17,-14.21,-6.18,1.36,1.61,-3.25,-14.21,-4.17,2.0,wave
-4.5,-12.9,-5.6,1.4,1.54,-3.68,-12.9,-4.5,2.0,wave
-4.7,-11.24,-4.94,1.49,1.39,-4.06,-11.24,-4.7,2.0,wave
-4.77,-9.44,-4.68,1.57,1.19,-4.36,-9.44,-4.77,2.0,wave
-4.83,-7.44,-4.79,1.57,1.04,-4.55,-7.44,-4.83,2.0,wave
-4.79,-6.03,-4.9,1.53,1.0,-4.61,-6.03,-4.79,2.0,wave
-4.9,-5.33,-4.62,1.54,1.08,-4.63,-5.33,-4.9,2.0,wave
-5.1,-4.9,-3.63,1.63,1.14,-4.68,-4.9,-5.1,2.0,wave
-5.25,-4.64,-2.52,1.69,1.07,-4.74,-4.64,-5.25,2.0,wave
-5.56,-4.84,-1.86,1.69,0.87,-4.89,-4.84,-5.56,2.0,wave
-5.91,-4.53,-1.54,1.62,0.66,-5.19,-4.53,-5.91,2.0,wave
-6.28,-3.6,-1.45,1.53,0.45,-5.54,-3.6,-6.28,2.0,wave
-6.44,-1.95,-1.23,1.51,0.25,-5.87,-1.95,-6.44,2.0,wave
-6.5,-0.02,-0.87,1.6,0.01,-6.08,-0.02,-6.5,2.0,wave
-6.44,1.39,-0.82,1.71,-0.31,-6.14,1.39,-6.44,2.0,wave
-6.12,2.45,-1.36,1.66,-0.62,-6.15,2.45,-6.12,2.0,wave
-5.92,3.37,-2.31,1.42,-0.8,-6.17,3.37,-5.92,2.0,wave
-5.75,4.43,-3.25,1.15,-0.82,-6.18,4.43,-5.75,2.0,wave
-5.52,5.36,-3.71,1.0,-0.72,-6.07,5.36,-5.52,2.0,wave
-5.43,5.96,-3.76,1.02,-0.61,-5.94,5.96,-5.43,2.0,wave
-5.54,6.14,-3.46,1.02,-0.57,-5.84,6.14,-5.54,2.0,wave
-5.75,6.5,-3.47,1.04,-0.65,-5.85,6.5,-5.75,2.0,wave
-5.89,7.23,-3.68,1.02,-0.72,-5.9,7.23,-5.89,2.0,wave
-6.03,8.5,-3.42,1.15,-0.77,-5.89,8.5,-6.03,2.0,wave
-6.13,10.06,-3.18,1.32,-0.93,-5.63,10.06,-6.13,2.0,wave
-6.2,9.72,-3.66,1.42,-1.15,-5.18,9.72,-6.2,2.0,wave
-6.31,8.36,-4.83,1.31,-1.27,-5.04,8.36,-6.31,2.0,wave
-6.62,8.7,-5.77,0.98,-1.23,-5.17,8.7,-6.62,2.0,wave
-6.99,9.95,-5.77,0.83,-1.11,-5.23,9.95,-6.99,2.0,wave
-7.42,11.22,-5.19,0.87,-1.09,-5.13,11.22,-7.42,2.0,wave
-7.93,12.02,-4.97,0.96,-1.25,-4.92,12.02,-7.93,2.0,wave
-8.04,12.16,-5.68,0.83,-1.41,-4.77,12.16,-8.04,2.0,wave
-8.15,13.03,-6.64,0.37,-1.5,-4.84,13.03,-8.15,2.0,wave
-8.01,15.04,-7.99,-0.26,-1.49,-5.03,15.04,-8.01,2.0,wave
-8.31,17.87,-8.49,-0.36,-1.36,-5.22,17.87,-8.31,2.0,wave
-8.23,20.07,-8.79,-0.11,-1.37,-5.26,20.07,-8.23,2.0,wave
-8.18,23.18,-9.69,0.52,-1.44,-5.59,23.18,-8.18,2.0,wave
-8.33,28.46,-11.56,1.03,-1.35,-5.55,28.46,-8.33,2.0,wave
-7.97,33.74,-12.92,1.07,-0.79,-4.38,33.74,-7.97,2.0,wave
-7.53,36.09,-11.72,0.96,-0.1,-2.23,36.09,-7.53,2.0,wave
-6.9,30.44,-9.24,1.0,0.25,-0.34,30.44,-6.9,2.0,wave
-6.48,24.76,-7.72,0.83,0.22,0.27,24.76,-6.48,2.0,wave
-6.19,22.99,-7.58,0.59,0.05,0.46,22.99,-6.19,2.0,wave
-5.93,22.67,-8.33,0.46,-0.08,0.69,22.67,-5.93,2.0,wave
-5.67,22.54,-9.05,0.38,-0.08,1.05,22.54,-5.67,2.0,wave
-5.53,22.39,-9.86,0.22,0.01,1.5,22.39,-5.53,2.0,wave
-5.69,21.52,-10.25,-0.02,0.23,2.01,21.52,-5.69,2.0,wave
-6.22,20.05,-9.6,-0.23,0.42,2.46,20.05,-6.22,2.0,wave
-6.84,18.57,-8.95,-0.34,0.43,2.83,18.57,-6.84,2.0,wave
-6.9,16.93,-8.94,-0.31,0.34,3.13,16.93,-6.9,2.0,wave
-8.37,16.13,-9.28,-0.53,0.18,3.26,16.13,-8.37,2.0,wave
-7.26,16.36,-10.16,-0.62,0.49,3.62,16.36,-7.26,2.0,wave
-7.83,14.78,-8.43,-0.57,0.76,4.01,14.78,-7.83,2.0,wave
-7.99,13.91,-7.13,-0.63,0.66,4.22,13.91,-7.99,2.0,wave
-7.94,13.52,-7.09,-0.82,0.53,4.49,13.52,-7.94,2.0,wave
-7.68,12.15,-7.24,-0.91,0.6,4.8,12.15,-7.68,2.0,wave
-7.32,10.89,-6.37,-0.87,0.72,5.02,10.89,-7.32,2.0,wave
-7.13,10.07,-5.51,-0.84,0.7,5.22,10.07,-7.13,2.0,wave
-6.92,9.3,-5.25,-0.87,0.64,5.45,9.3,-6.92,2.0,wave
-6.91,8.65,-5.2,-1.06,0.64,5.69,8.65,-6.91,2.0,wave
-7.13,7.88,-5.06,-1.34,0.72,5.93,7.88,-7.13,2.0,wave
-7.35,6.4,-4.22,-1.66,0.79,6.11,6.4,-7.35,2.0,wave
-7.47,4.98,-3.27,-1.85,0.64,6.16,4.98,-7.47,2.0,wave
-7.3,3.82,-3.13,-1.84,0.36,6.11,3.82,-7.3,2.0,wave
-6.84,3.06,-3.51,-1.65,0.17,6.06,3.06,-6.84,2.0,wave
-6.46,2.3,-3.71,-1.51,0.15,6.01,2.3,-6.46,2.0,wave
-6.11,1.8,-3.33,-1.37,0.19,5.97,1.8,-6.11,2.0,wave
-5.88,1.39,-2.58,-1.2,0.16,5.97,1.39,-5.88,2.0,wave
-5.63,1.27,-2.04,-1.11,0.11,5.98,1.27,-5.63,2.0,wave
-5.69,1.17,-1.36,-1.02,0.04,6.09,1.17,-5.69,2.0,wave
-5.83,0.7,-0.8,-0.88,-0.11,6.25,0.7,-5.83,2.0,wave
-6.12,0.23,-0.6,-0.65,-0.31,6.41,0.23,-6.12,2.0,wave
-6.53,-0.51,-0.72,-0.46,-0.51,6.64,-0.51,-6.53,2.0,wave
-6.7,-1.95,-1.01,-0.32,-0.69,6.86,-1.95,-6.7,2.0,wave
-6.74,-3.85,-1.38,-0.35,-0.83,6.94,-3.85,-6.74,2.0,wave
-6.64,-5.69,-1.65,-0.58,-0.99,6.81,-5.69,-6.64,2.0,wave
-6.38,-6.87,-2.16,-0.79,-1.23,6.42,-6.87,-6.38,2.0,wave
-6.13,-6.62,-3.13,-0.87,-1.41,6.03,-6.62,-6.13,2.0,wave
-6.11,-6.3,-3.88,-0.67,-1.4,5.91,-6.3,-6.11,2.0,wave
-6.03,-6.99,-3.95,-0.48,-1.32,5.98,-6.99,-6.03,2.0,wave
-6.13,-8.46,-4.2,-0.45,-1.28,6.04,-8.46,-6.13,2.0,wave
-6.09,-9.89,-4.27,-0.52,-1.17,5.91,-9.89,-6.09,2.0,wave
-6.27,-11.2,-4.16,-0.75,-1.13,5.74,-11.2,-6.27,2.0,wave
-6.57,-12.56,-3.87,-0.9,-1.21,5.5,-12.56,-6.57,2.0,wave
-7.0,-13.79,-4.08,-1.07,-1.54,5.26,-13.79,-7.0,2.0,wave
-7.19,-16.14,-5.88,-1.13,-1.94,4.92,-16.14,-7.19,2.0,wave
-6.97,-18.11,-8.61,-1.16,-2.14,4.37,-18.11,-6.97,2.0,wave
-6.28,-19.09,-11.13,-1.19,-1.94,3.71,-19.09,-6.28,2.0,wave
-5.82,-18.66,-11.82,-1.36,-1.51,3.09,-18.66,-5.82,2.0,wave
-5.1,-18.17,-11.64,-1.56,-1.26,2.68,-18.17,-5.1,2.0,wave
-4.26,-18.95,-12.3,-1.56,-1.19,2.39,-18.95,-4.26,2.0,wave
-2.95,-20.46,-13.05,-1.36,-1.07,2.04,-20.46,-2.95,2.0,wave
-1.51,-21.75,-13.32,-1.0,-0.91,1.59,-21.75,-1.51,2.0,wave
-0.26,-22.28,-13.03,-0.62,-0.84,1.07,-22.28,-0.26,2.0,wave
0.59,-22.2,-13.34,-0.32,-0.92,0.58,-22.2,0.59,2.0,wave
1.25,-22.05,-15.14,-0.23,-0.95,0.13,-22.05,1.25,2.0,wave
1.55,-21.7,-17.31,-0.27,-0.67,-0.25,-21.7,1.55,2.0,wave
1.46,-21.26,-18.56,-0.37,-0.11,-0.61,-21.26,1.46,2.0,wave
0.91,-20.52,-18.34,-0.38,0.48,-0.93,-20.52,0.91,2.0,wave
-0.09,-19.41,-17.24,-0.23,0.89,-1.2,-19.41,-0.09,2.0,wave
-1.05,-18.92,-16.54,0.09,1.13,-1.38,-18.92,-1.05,2.0,wave
-1.89,-18.82,-16.06,0.37,1.37,-1.61,-18.82,-1.89,2.0,wave
-2.78,-18.69,-15.38,0.54,1.66,-1.86,-18.69,-2.78,2.0,wave
-3.78,-18.45,-14.19,0.64,1.95,-2.17,-18.45,-3.78,2.0,wave
-4.65,-17.84,-12.88,0.72,2.1,-2.52,-17.84,-4.65,2.0,wave
-5.42,-17.14,-12.09,0.79,2.16,-2.87,-17.14,-5.42,2.0,wave
-5.8,-16.5,-11.79,0.87,2.25,-3.25,-16.5,-5.8,2.0,wave
-6.08,-15.02,-11.07,0.93,2.45,-3.63,-15.02,-6.08,2.0,wave
-6.26,-13.75,-9.93,0.99,2.63,-3.91,-13.75,-6.26,2.0,wave
-6.4,-12.74,-8.52,1.08,2.78,-4.19,-12.74,-6.4,2.0,wave
-6.65,-11.46,-6.86,1.27,2.82,-4.43,-11.46,-6.65,2.0,wave
-6.88,-10.77,-5.22,1.6,2.68,-4.61,-10.77,-6.88,2.0,wave
-7.05,-10.28,-4.15,1.87,2.41,-4.87,-10.28,-7.05,2.0,wave
-7.13,-9.72,-3.59,2.01,2.12,-5.19,-9.72,-7.13,2.0,wave
-7.33,-8.87,-3.16,1.97,1.88,-5.54,-8.87,-7.33,2.0,wave
-7.81,-7.78,-2.76,1.78,1.67,-5.89,-7.78,-7.81,2.0,wave
-7.91,-6.75,-2.58,1.54,1.5,-6.22,-6.75,-7.91,2.0,wave
-8.17,-5.43,-2.39,1.2,1.37,-6.54,-5.43,-8.17,2.0,wave
-8.49,-3.39,-2.4,0.9,1.22,-6.84,-3.39,-8.49,2.0,wave
-8.53,-1.02,-2.87,0.78,1.12,-7.02,-1.02,-8.53,2.0,wave
-8.46,1.45,-3.12,0.9,1.13,-7.04,1.45,-8.46,2.0,wave
-8.26,3.29,-2.62,1.16,1.18,-6.78,3.29,-8.26,2.0,wave
-7.84,3.5,-1.83,1.39,1.1,-6.39,3.5,-7.84,2.0,wave
-7.5,2.94,-1.44,1.32,0.95,-6.24,2.94,-7.5,2.0,wave
-7.42,3.24,-1.18,1.08,0.82,-6.26,3.24,-7.42,2.0,wave
-7.4,3.92,-0.9,0.87,0.68,-6.29,3.92,-7.4,2.0,wave
-7.38,4.87,-0.74,0.86,0.51,-6.32,4.87,-7.38,2.0,wave
-7.29,5.91,-0.59,0.93,0.32,-6.22,5.91,-7.29,2.0,wave
-7.19,6.53,-0.49,0.93,0.08,-6.12,6.53,-7.19,2.0,wave
-6.99,7.35,-0.78,0.8,-0.21,-6.04,7.35,-6.99,2.0,wave
-6.47,8.56,-2.07,0.57,-0.44,-5.94,8.56,-6.47,2.0,wave
-6.13,9.79,-3.4,0.47,-0.43,-5.68,9.79,-6.13,2.0,wave
-5.83,9.52,-3.94,0.53,-0.27,-5.3,9.52,-5.83,2.0,wave
-5.93,8.41,-3.87,0.58,-0.14,-5.09,8.41,-5.93,2.0,wave
-6.13,7.71,-3.73,0.55,-0.05,-5.08,7.71,-6.13,2.0,wave
-6.58,7.81,-3.46,0.45,0.03,-5.19,7.81,-6.58,2.0,wave
-7.08,8.93,-3.16,0.39,0.03,-5.34,8.93,-7.08,2.0,wave
-7.47,10.95,-3.01,0.31,0.02,-5.48,10.95,-7.47,2.0,wave
-7.76,13.49,-2.59,0.28,-0.02,-5.46,13.49,-7.76,2.0,wave
-7.54,15.85,-2.65,0.31,-0.2,-5.15,15.85,-7.54,2.0,wave
-7.35,16.36,-3.57,0.36,-0.33,-4.49,16.36,-7.35,2.0,wave
-7.02,14.04,-4.82,0.39,-0.28,-4.0,14.04,-7.02,2.0,wave
-7.14,12.67,-5.01,0.2,-0.06,-4.03,12.67,-7.14,2.0,wave
-7.39,14.55,-4.22,0.03,0.05,-4.19,14.55,-7.39,2.0,wave
-7.68,16.89,-3.72,0.14,0.06,-4.1,16.89,-7.68,2.0,wave
-7.89,18.72,-3.4,0.26,-0.0,-3.95,18.72,-7.89,2.0,wave
-7.74,21.5,-3.31,0.14,-0.1,-3.95,21.5,-7.74,2.0,wave
-7.73,25.38,-2.98,-0.14,-0.17,-3.86,25.38,-7.73,2.0,wave
-7.94,28.71,-3.05,-0.1,-0.31,-3.39,28.71,-7.94,2.0,wave
-7.95,31.07,-3.68,0.11,-0.36,-2.43,31.07,-7.95,2.0,wave
-7.95,31.51,-4.33,0.32,-0.27,-1.15,31.51,-7.95,2.0,wave
-7.92,28.69,-3.98,0.33,-0.02,0.03,28.69,-7.92,2.0,wave
-8.06,25.11,-2.52,0.11,0.1,0.68,25.11,-8.06,2.0,wave
-8.13,22.9,-1.62,-0.13,0.02,1.06,22.9,-8.13,2.0,wave
-8.23,21.4,-1.63,-0.22,-0.17,1.39,21.4,-8.23,2.0,wave
-8.17,20.42,-2.47,-0.21,-0.3,1.68,20.42,-8.17,2.0,wave
-8.43,20.05,-3.32,-0.18,-0.31,1.94,20.05,-8.43,2.0,wave
-8.63,20.18,-3.77,-0.09,-0.27,2.26,20.18,-8.63,2.0,wave
-8.91,19.98,-3.9,0.08,-0.28,2.65,19.98,-8.91,2.0,wave
-9.2,19.35,-4.45,0.2,-0.37,3.02,19.35,-9.2,2.0,wave
-9.05,18.13,-5.48,0.28,-0.38,3.37,18.13,-9.05,2.0,wave
-8.85,16.59,-5.95,0.3,-0.19,3.65,16.59,-8.85,2.0,wave
-8.78,15.33,-5.23,0.29,-0.0,3.88,15.33,-8.78,2.0,wave
-8.61,14.49,-4.35,0.21,0.04,4.07,14.49,-8.61,2.0,wave
-8.5,13.97,-3.74,0.07,0.01,4.28,13.97,-8.5,2.0,wave
-8.3,13.2,-3.58,-0.08,-0.09,4.51,13.2,-8.3,2.0,wave
-8.03,12.5,-3.67,-0.17,-0.13,4.75,12.5,-8.03,2.0,wave
-7.86,11.66,-3.45,-0.2,-0.14,5.01,11.66,-7.86,2.0,wave
-7.72,10.45,-3.28,-0.24,-0.17,5.26,10.45,-7.72,2.0,wave
-7.52,9.21,-3.32,-0.3,-0.19,5.45,9.21,-7.52,2.0,wave
-7.28,8.26,-3.42,-0.51,-0.16,5.55,8.26,-7.28,2.0,wave
-7.22,7.51,-3.08,-0.74,-0.06,5.61,7.51,-7.22,2.0,wave
-7.29,6.87,-2.19,-0.95,-0.08,5.67,6.87,-7.29,2.0,wave
-7.27,6.1,-1.81,-1.01,-0.26,5.71,6.1,-7.27,2.0,wave
-7.13,5.4,-1.78,-0.98,-0.44,5.74,5.4,-7.13,2.0,wave
-6.93,4.83,-1.85,-0.92,-0.59,5.77,4.83,-6.93,2.0,wave
-6.63,4.12,-1.88,-0.83,-0.67,5.81,4.12,-6.63,2.0,wave
-6.38,3.59,-1.63,-0.68,-0.75,5.86,3.59,-6.38,2.0,wave
-6.32,3.05,-1.58,-0.46,-0.85,5.97,3.05,-6.32,2.0,wave
-6.39,2.35,-1.84,-0.26,-0.94,6.12,2.35,-6.39,2.0,wave
-6.52,1.16,-2.26,-0.21,-0.92,6.24,1.16,-6.52,2.0,wave
-6.55,-0.0,-2.22,-0.14,-0.82,6.27,-0.0,-6.55,2.0,wave
-6.33,-0.74,-1.7,0.07,-0.72,6.27,-0.74,-6.33,2.0,wave
-6.27,-0.88,-0.67,0.38,-0.67,6.32,-0.88,-6.27,2.0,wave
-6.65,-1.23,0.25,0.67,-0.75,6.51,-1.23,-6.65,2.0,wave
-7.19,-2.2,0.55,0.82,-0.93,6.75,-2.2,-7.19,2.0,wave
-7.67,-3.8,0.3,0.88,-1.07,6.95,-3.8,-7.67,2.0,wave
-7.81,-5.48,-0.08,0.83,-1.12,7.03,-5.48,-7.81,2.0,wave
-7.27,-6.7,-0.4,0.69,-1.08,6.93,-6.7,-7.27,2.0,wave
-6.54,-6.66,-0.84,0.12,-1.01,6.61,-6.66,-6.54,2.0,wave
-6.11,-5.07,-1.17,-0.72,-0.93,6.37,-5.07,-6.11,2.0,wave
-6.46,-3.9,-1.11,-1.39,-0.96,6.37,-3.9,-6.46,2.0,wave
-7.49,-4.42,-0.98,-1.63,-1.34,6.49,-4.42,-7.49,2.0,wave
-8.48,-6.78,-1.45,-1.22,-1.96,6.65,-6.78,-8.48,2.0,wave
-9.24,-10.59,-3.51,-0.8,-2.56,6.82,-10.59,-9.24,2.0,wave
-9.43,-15.37,-6.79,-0.52,-2.81,6.56,-15.37,-9.43,2.0,wave
-8.83,-18.7,-9.88,-0.65,-2.68,5.88,-18.7,-8.83,2.0,wave
-8.08,-19.95,-12.26,-1.1,-2.29,5.0,-19.95,-8.08,2.0,wave
